MLO 2001 09 01 00 00 -999  -99.9  -9 -999.90   14.6   12.3   11.0  18   0
MLO 2001 09 01 03 14  116    6.3  -9 -999.90   13.5   12.1   11.4  13   0
MLO 2001 09 01 03 15  120    5.8  -9 -999.90   13.0   11.8   11.2  14   0
MLO 2001 09 01 03 16  123    6.2  -9 -999.90   13.4   12.0   11.3  14   0
MLO 2001 09 01 03 17  133    7.0  -9 -999.90   13.3   11.9   11.2  12   0
MLO 2001 09 01 03 18  130    6.4  -9 -999.90   13.6   12.2   11.4  11   0
MLO 2001 09 01 03 19  128    8.0  -9 -999.90   13.2   11.9   11.2  11   0
MLO 2001 09 01 03 20  123    7.9  -9 -999.90   12.8   11.6   11.0  11   0
MLO 2001 09 01 03 21  129    7.3  -9 -999.90   12.7   11.5   10.8  12   0
MLO 2001 09 01 03 22  128    6.9  -9 -999.90   12.9   11.6   10.8  12   0
MLO 2001 09 01 03 23  129    6.7  -9 -999.90   13.0   11.6   10.8  12   0
MLO 2001 09 01 03 24  139    7.1  -9 -999.90   12.8   11.6   10.9  13   0
MLO 2001 09 01 03 25  138    5.9  -9 -999.90   12.9   11.4   10.9  13   0
MLO 2001 09 01 03 26  135    6.9  -9 -999.90   12.8   11.6   10.9  14   0
MLO 2001 09 01 03 27  129    6.3  -9 -999.90   12.7   11.5   10.8  14   0
MLO 2001 09 01 03 28  126    5.2  -9 -999.90   13.0   11.8   11.2  14   0
MLO 2001 09 01 03 29  127    6.8  -9 -999.90   12.8   11.7   11.1  14   0
MLO 2001 09 01 03 30  127    6.2  -9 -999.90   12.9   11.6   11.0  13   0
MLO 2001 09 01 03 31  131    7.8  -9 -999.90   12.7   11.5   11.0  13   0
MLO 2001 09 01 03 32  132    7.9  -9 -999.90   12.4   11.3   10.9  12   0
MLO 2001 09 01 03 33  132    6.8  -9 -999.90   12.4   11.2   10.8  12   0
MLO 2001 09 01 03 34  138    6.9  -9 -999.90   12.4   11.2   10.8  14   0
MLO 2001 09 01 03 35  136    6.3  -9 -999.90   12.4   11.3   10.6  15   0
MLO 2001 09 01 03 36  129    7.1  -9 -999.90   12.6   11.3   10.6  14   0
MLO 2001 09 01 03 37  127    6.7  -9 -999.90   12.5   11.2   10.6  14   0
MLO 2001 09 01 03 38  132    5.9  -9 -999.90   12.4   11.4   10.8  15   0
MLO 2001 09 01 03 39  137    6.5  -9 -999.90   12.6   11.5   10.7  15   0
MLO 2001 09 01 03 40  120    7.0  -9 -999.90   12.2   11.2   10.6  16   0
MLO 2001 09 01 03 41  126    6.9  -9 -999.90   12.1   11.1   10.4  16   0
MLO 2001 09 01 03 42  136    6.4  -9 -999.90   12.3   11.2   10.4  17   0
MLO 2001 09 01 03 43  128    6.9  -9 -999.90   12.1   11.2   10.5  18   0
MLO 2001 09 01 03 44  121    6.3  -9 -999.90   12.3   11.3   10.6  19   0
MLO 2001 09 01 03 45  124    7.0  -9 -999.90   12.4   11.4   10.8  18   0
MLO 2001 09 01 03 46  125    6.5  -9 -999.90   12.3   11.2   10.7  16   0
MLO 2001 09 01 03 47  130    6.3  -9 -999.90   12.2   11.2   10.6  16   0
MLO 2001 09 01 03 48  127    6.7  -9 -999.90   12.0   11.2   10.5  17   0
MLO 2001 09 01 03 49  117    7.2  -9 -999.90   11.9   11.0   10.4  17   0
MLO 2001 09 01 03 50  123    7.5  -9 -999.90   11.8   10.8   10.5  16   0
MLO 2001 09 01 03 51  131    7.5  -9 -999.90   12.0   10.9   10.4  14   0
MLO 2001 09 01 03 52  130    7.0  -9 -999.90   11.8   10.9   10.3  14   0
MLO 2001 09 01 03 53  129    8.6  -9 -999.90   11.7   10.8   10.4  14   0
MLO 2001 09 01 03 54  124    8.5  -9 -999.90   11.7   10.7   10.3  14   0
MLO 2001 09 01 03 55  122    8.3  -9 -999.90   11.5   10.5   10.1  14   0
MLO 2001 09 01 03 56  130    6.5  -9 -999.90   11.6   10.6   10.2  15   0
MLO 2001 09 01 03 57  128    7.3  -9 -999.90   11.5   10.7   10.2  16   0
MLO 2001 09 01 03 58  127    7.7  -9 -999.90   11.4   10.7   10.1  16   0
MLO 2001 09 01 03 59  133    7.0  -9 -999.90   11.5   10.6   10.2  16   0
MLO 2001 09 01 04 00  124    7.6  -9 -999.90   11.6   10.6   10.2  15   0
MLO 2001 09 01 04 01  134    6.9  -9 -999.90   11.5   10.6   10.2  16   0
MLO 2001 09 01 04 02  137    6.7  -9 -999.90   11.6   10.8   10.2  16   0
MLO 2001 09 01 04 03  132    6.6  -9 -999.90   11.5   10.6   10.2  15   0
MLO 2001 09 01 04 04  128    8.3  -9 -999.90   11.4   10.6   10.1  15   0
MLO 2001 09 01 04 05  138    6.4  -9 -999.90   11.3   10.4   10.0  16   0
MLO 2001 09 01 04 06  135    5.6  -9 -999.90   11.2   10.6   10.2  17   0
MLO 2001 09 01 04 07  132    7.6  -9 -999.90   11.3   10.6   10.2  17   0
MLO 2001 09 01 04 08  131    7.2  -9 -999.90   10.9   10.3   10.0  17   0
MLO 2001 09 01 04 09  133    6.9  -9 -999.90   11.1   10.3    9.9  16   0
MLO 2001 09 01 04 10  133    7.6  -9 -999.90   11.2   10.4   10.0  15   0
MLO 2001 09 01 04 11  137    7.7  -9 -999.90   11.1   10.3    9.8  15   0
